savee,disgust,1,264,0.6477272727272727,371295.0969566531,0.06060606060606061
savee,fear,1,2835,0.4451499118165785,183663.20835160642,0.13156966490299823
savee,fear,5,940,0.5680851063829787,380079.84845310997,0.20851063829787234
savee,fear,0,828,0.6183574879227053,442229.1878895044,0.0821256038647343
savee,fear,6,231,0.6320346320346321,726474.737385277,0.09956709956709957
savee,fear,4,107,0.7383177570093458,915588.1790088115,0.1308411214953271
tess,angry,1,1106,0.3047016274864376,35277.54921641059,0.1256781193490054
tess,angry,7,447,0.05592841163310962,35505.730911964565,0.2595078299776286
tess,angry,0,503,0.9005964214711729,64823.19861517739,0.08151093439363817
tess,angry,19,303,0.8745874587458746,108125.47597388459,0.10231023102310231
tess,angry,18,269,0.6988847583643123,109165.07986101223,0.16356877323420074
ravdess,fear,3,2986,0.3603482920294709,33834.45846764117,0.16275954454119224
ravdess,fear,11,750,0.9173333333333333,82270.58195947333,0.17333333333333334
ravdess,fear,19,942,0.4469214437367304,111796.80322244958,0.13694267515923567
ravdess,fear,10,756,0.83994708994709,143736.8525792561,0.24338624338624337
ravdess,fear,13,322,0.7546583850931677,207036.2670812541,0.2888198757763975
crema,angry,4,2305,0.1266811279826464,23740.68847515613,0.2785249457700651
crema,angry,19,1186,0.8026981450252951,63624.22434518249,0.30522765598650925
crema,angry,1,501,0.7624750499001997,93277.65985215497,0.3033932135728543
crema,angry,13,668,0.7470059880239521,94248.46821230867,0.4491017964071856
crema,angry,2,473,0.8942917547568711,99052.60883645921,0.33192389006342493
tess,disgust,17,2109,0.7003319108582267,16352.472356937564,0.2285443338074917
tess,disgust,15,669,0.1210762331838565,23269.666042924488,0.1375186846038864
tess,disgust,7,959,0.8279457768508863,40452.004658054946,0.17935349322210636
tess,disgust,8,378,0.8941798941798942,52289.24552727897,0.1984126984126984
tess,disgust,1,536,0.16044776119402984,52316.22100240025,0.18097014925373134
ravdess,disgust,16,1571,0.021642266072565246,6647.684731383782,0.11521323997453851
ravdess,disgust,5,3216,0.6986940298507462,10541.555709018423,0.19682835820895522
ravdess,disgust,6,1113,0.7331536388140162,24430.564369869513,0.16352201257861634
ravdess,disgust,11,605,0.8181818181818182,36227.373793987615,0.19834710743801653
ravdess,disgust,18,733,0.772169167803547,37354.84852371862,0.23465211459754434
tess,sad,0,1213,0.886232481450948,13155.995498964954,0.10305028854080792
tess,sad,6,2804,0.7496433666191156,15730.33033810383,0.3124108416547789
tess,sad,19,1062,0.512241054613936,24499.46045398697,0.16290018832391714
tess,sad,18,1088,0.5248161764705882,31964.65227070759,0.24816176470588236
tess,sad,9,601,0.34442595673876875,45656.97326613098,0.2895174708818636
ravdess,sad,11,1,0.0,3.2047474274603605e-30,0.0
ravdess,sad,1,3553,0.9670700816211653,4037.7125851216024,0.14860681114551083
ravdess,sad,15,3634,0.4936708860759494,9658.814434402519,0.15327462850853055
ravdess,sad,0,1543,0.508101101749838,20143.511611193615,0.18276085547634477
ravdess,sad,12,581,0.5197934595524957,41945.38003330511,0.2099827882960413
tess,fear,7,4570,0.4201312910284464,34561.121930412395,0.10328227571115974
tess,fear,14,843,0.6500593119810202,71961.38513338423,0.14472123368920523
tess,fear,0,1650,0.48787878787878786,80031.1512351512,0.02181818181818182
tess,fear,1,984,0.8465447154471545,117104.43432667226,0.40853658536585363
tess,fear,16,640,0.7015625,123201.05386466254,0.109375
crema,fear,2,6409,0.41067249180839444,28552.742177832508,0.1508815727882665
crema,fear,10,1179,0.6344359626802375,88374.3216303607,0.12298558100084818
crema,fear,19,1038,0.9142581888246628,121092.53036921466,0.1859344894026975
crema,fear,1,667,0.52023988005997,134737.6011691517,0.09895052473763119
crema,fear,16,1035,0.7120772946859903,141180.72122328525,0.1961352657004831
crema,disgust,7,5726,0.1947258120852253,6624.883901925832,0.1863429968564443
crema,disgust,1,4459,0.8854003139717426,13249.13719315795,0.2316662928907827
crema,disgust,8,2420,0.665702479338843,21638.49964954296,0.22892561983471074
crema,disgust,4,1190,0.7302521008403361,39267.07551241121,0.1722689075630252
crema,disgust,16,1074,0.6303538175046555,45338.853341342416,0.25139664804469275
crema,sad,15,1,0.0,3.2437960422688005e-27,0.0
crema,sad,1,11404,0.8473342686776569,5197.02221221239,0.19501929147667485
crema,sad,11,3799,0.20689655172413793,18358.145456168804,0.2050539615688339
crema,sad,7,2699,0.44349759170062986,27310.329645023303,0.2030381622823268
crema,sad,0,1353,0.3340724316334072,38939.16302372954,0.13747228381374724
